Time (s);Linear Acceleration x (m/s^2);Linear Acceleration y (m/s^2);Linear Acceleration z (m/s^2);Absolute acceleration (m/s^2)
0.6551375;-1.447299957;0.0942;1.011199951;1.768071307
0.665064063;-1.184499979;-0.187699988;1.37379992;1.823622139
0.674990625;-1.045599937;-0.096299998;1.098399997;1.519551076
0.684917188;-0.771399975;0.047899999;0.783599973;1.100627661
0.694842188;-0.176200002;0.183200002;0.329400003;0.416068556
0.70476875;0.546999991;0.0252;-0.523999989;0.75790502
0.714695313;1.580299973;0.141399994;-1.067600012;1.912357642
0.724623438;2.049999952;0.35679999;-0.905999959;2.26950258
0.734548438;2.257400036;0.378699988;-0.348800004;2.315368231
0.744475;1.66689992;0.0361;0.096699998;1.670092645
0.754401563;1.168599963;-0.329099983;0.046299998;1.214938831
0.764326563;0.66869998;-0.485699981;-0.314500004;0.884293157
0.774253125;0.065299995;-0.66049999;0.2509;0.709559819
0.784179688;-0.542599976;-0.804199994;1.22179997;1.560111384
0.79410625;-1.354699969;-1.004799962;2.233099937;2.798494292
0.804034375;-1.039999962;-0.824299991;2.607699871;2.925947541
0.813959375;-0.920599997;-0.182599992;2.103499889;2.303379885
0.823885938;-0.197399989;0.331499994;0.987800002;1.060475292
0.833810938;0.720299959;0.780099988;-0.141599998;1.071185596
0.8437375;1.282400012;0.963099957;-1.545599937;2.227328104
0.853664063;1.580599904;0.955899954;-2.864599943;3.408514869
0.863590625;1.422099948;0.590999961;-3.5;3.823826515
0.873517188;1.091699958;0.032899998;-2.507400036;2.734949021
0.88344375;1.262099981;0.136299998;-0.156499997;1.279048983
0.893370313;1.222199917;0.397799999;0.0131;1.285375076
0.903295313;0.898299992;0.366899997;-1.236400008;1.571700819
0.913221875;0.855699956;0.064300001;-1.640100002;1.85102267
0.923148438;1.082700014;0.0093;-1.73119998;2.041905772
0.933075;0.965299964;0.114399999;-1.135100007;1.494437488
0.943001563;0.857499957;0.098200001;-0.295599997;0.912320544
0.952928125;0.444299996;-0.0007;-0.082899995;0.451968346
0.962853125;0.098099999;-0.033999998;-0.171099991;0.200136994
0.972779688;-0.0605;0.053799998;-0.60679996;0.612177165
0.98270625;0.425699979;0.1065;-1.386399984;1.454189685
0.992632813;0.9375;0.195199996;-1.471300006;1.755486541
1.002559375;0.168799996;0.512099981;-0.929799974;1.074833857
1.012485938;0.811199963;-0.3116;-1.269799948;1.538678604
1.0224125;0.792599976;-0.929799974;-0.99909997;1.578272303
1.0323375;0.703599989;-0.452299982;-1.060199976;1.350426676
1.042264063;1.75759995;0.040999997;-2.285300016;2.88330275
1.052190625;2.552599907;0.332199991;-2.162699938;3.362052073
1.062117188;1.921199918;-0.031300001;-2.049799919;2.809567319
1.07204375;0.994699955;-0.867500007;-1.587700009;2.064649022
1.081970313;1.129699945;-1.283200026;-2.013000011;2.641021264
1.091895313;1.447199941;-1.404599905;-2.432399988;3.159724397
1.101821875;1.992399931;-2.271199942;-1.663499951;3.448947484
1.111748438;4.065799713;-2.854199886;-3.41689992;6.029294267
1.121675;3.72089982;-2.375299931;-3.241299868;5.476602055
1.131601563;2.583400011;-0.91899997;-3.008100033;4.07028038
1.141528125;1.124799967;-0.950100005;-1.967700005;2.457581798
1.151454688;0.724599957;-2.460999966;-2.915699959;3.883667362
1.161379688;-1.161999941;-2.046900034;-3.213699818;3.983454547
1.17130625;-2.019599915;-1.369899988;-2.362799883;3.396797474
1.181232813;-1.914699912;-1.434700012;-2.551100016;3.497506421
1.191159375;-1.200099945;-1.196299911;-2.049399853;2.659212874
1.201085938;-0.0006;-0.978199959;-1.737199903;1.993674753
1.2110125;0.72329998;-0.85529995;-1.702199936;2.037691215
1.220939063;0.961599946;-0.850799978;-1.607599974;2.057404368
1.230864063;0.478599995;-1.050599933;-1.488499999;1.883733108
1.240790625;0.103299998;-1.149099946;-1.404899955;1.817923392
1.250717188;-0.109399997;-1.280300021;-1.192600012;1.753120444
1.26064375;-0.221999988;-1.316999912;-1.068899989;1.710648985
1.270570313;-0.533699989;-1.160099983;-1.010699987;1.628552153
1.280496875;-1.375100017;-1.718999982;-1.817899942;2.85492928
1.290421875;-0.209299996;-1.270900011;-1.097899914;1.692447207
1.300348438;-0.523699999;-1.397099972;-0.771299958;1.679599251
1.310275;-1.602999926;-2.268499851;-0.393599987;2.805462758
1.320201563;-1.618999958;-2.933300018;-0.43809998;3.378955675
1.330128125;-0.516200006;-2.811300039;0.1787;2.863879196
1.340054688;0.421700001;-2.504199982;0.110599995;2.541865614
1.34998125;1.398000002;-2.33829999;0.151799992;2.728569971
1.359907813;2.03760004;-2.021899939;-0.116799995;2.872896713
1.369832813;1.246799946;-1.533599973;-0.493599981;2.037174495
1.379759375;-0.995299995;-0.521899998;-0.78609997;1.371479074
1.389685938;-2.805299997;0.551599979;-0.573599994;2.915988266
1.3996125;-3.60439992;1.304399967;-0.16049999;3.836524247
1.409539063;-3.739499807;1.274199963;-0.071400002;3.951270975
1.419464063;-3.066399813;0.367499977;-0.207800001;3.095326297
1.429390625;-2.40719986;-0.296799988;-0.221900001;2.435557638
1.439317188;-1.832799911;-0.444599986;0.286599994;1.907606935
1.44924375;-1.865499973;-0.188799992;1.120299935;2.184217831
1.459170313;-1.926199913;-0.108199999;1.296800017;2.32457386
1.469096875;-1.559399962;0.0132;1.586699963;2.224751504
1.479023438;-0.934599996;-0.335199982;1.287500024;1.625882066
1.488948438;-0.321199983;-0.563699961;0.722199976;0.970824331
1.498875;-0.167300001;-0.303299993;0.120099999;0.366611765
1.508801563;-0.50879997;0.719099998;-0.240899995;0.913244231
1.518728125;-0.886899948;1.892099977;-0.580500007;2.168781708
1.528654688;-1.420300007;2.831799984;-0.911300004;3.296484636
1.53858125;-1.387599945;3.626999855;-1.028499961;4.017259479
1.548507813;-1.017400026;3.673399925;-1.42900002;4.070750653
1.558432813;-0.471399993;4.046700001;-0.613599956;4.120012592
1.568359375;-1.115100026;3.469099998;-0.640500009;3.699776092
1.578285938;-2.346899986;3.068399906;-0.598800004;3.90916602
1.5882125;-1.893799901;2.848799944;0.528100014;3.461362277
1.598139063;-1.893299937;3.11619997;2.259599924;4.289647855
1.608065625;1.032999992;3.234400034;1.994799972;3.937976573
1.617990625;7.405200005;1.018899918;2.664099932;7.935525981
1.627917188;2.232499838;3.038499832;1.038999915;3.911017461
1.63784375;-0.224199995;1.721599936;1.463999987;2.271005931
1.647770313;-2.006799936;1.335299969;1.498999953;2.838533574
1.657696875;-2.330699921;1.58859992;1.687699914;3.286965596
1.667621875;-1.528499961;0.362499982;1.889799953;2.457450351
1.677548438;-0.690699995;-1.088199973;1.195799947;1.758176094
1.687475;-0.776299953;-2.548499823;0.650399983;2.742355393
1.697403125;-1.174899936;-3.980999947;1.538699985;4.426776262
1.707348438;-0.388199985;-4.172100067;2.854599953;5.070094584
1.717254688;1.979499936;-3.400099993;3.030200005;4.966005641
1.72718125;3.027699947;-3.525599957;2.757499933;5.403760534
1.737107813;1.659699917;-3.875199795;2.497900009;4.900130786
1.747034375;0.72359997;-4.189199924;1.231599927;4.426040138
1.756960938;2.497900009;-3.328099966;0.381999999;4.178717248
1.7668875;1.679799914;-2.143599987;-0.174099997;2.728930095
1.7768125;0.2051;-0.871800005;-0.36469999;0.967009484
1.7867375;-1.252799988;0.957199991;-0.459099978;1.642106093
1.796664063;-1.990099907;2.439199924;-0.462099999;3.181780998
1.806592188;-1.235899925;3.594599962;-0.301400006;3.813061693
1.816517188;0.903599977;4.991600037;0.247699991;5.078771419
1.82644375;1.761399984;5.765899658;-0.086999997;6.029568622
1.836370313;0.267800003;4.556399822;-1.070899963;4.688211057
1.846295313;-2.10559988;2.521699905;-2.262699842;3.989026428
1.856221875;-5.359899998;-0.115999997;-2.650699854;5.980651612
1.866148438;-6.874499798;-2.543799877;-1.385100007;7.459769924
1.876075;-4.958499908;-1.777899981;-1.303799987;5.426559139
1.886001563;-2.064399958;-0.046099998;-0.356999993;2.095547993
1.895929688;1.005599976;1.459199905;0.781499982;1.93681127
1.905854688;2.820299864;2.071099997;1.21420002;3.703758659
