Time (s);Linear Acceleration x (m/s^2);Linear Acceleration y (m/s^2);Linear Acceleration z (m/s^2);Absolute acceleration (m/s^2)
0.337495313;-0.138300002;-0.1008;-0.728799999;0.748623382
0.347421875;-0.243299991;-0.157499999;-0.751299977;0.805265665
0.357348438;-0.405900002;-0.192499995;-0.656799972;0.795736931
0.367275;-0.363099992;-0.270700008;-0.478199989;0.658631405
0.377201563;-0.25;-0.221900001;-0.380899996;0.506778469
0.387126563;-0.045199998;-0.181699991;-0.310799986;0.362842332
0.397053125;0.026699999;-0.212699994;-0.279399991;0.352162651
0.406979688;0.069699995;-0.17459999;-0.215999991;0.286355098
0.41690625;0.543500006;0.814700007;-0.169799998;0.99396197
0.426832813;0.0263;-0.162199989;-1.013100028;1.026339219
0.436759375;-0.633399963;-0.853899956;-1.002799988;1.461488441
0.446684375;-0.744499981;-0.387499988;-1.050999999;1.345004632
0.456610938;0.308799982;-0.115099996;-1.06159997;1.111575429
0.4665375;0.291999996;-0.086899996;-0.769400001;0.827521581
0.476464063;0.230299994;-0.266799986;-0.832300007;0.903849336
0.486389063;0.295100003;-0.368000001;-0.649199963;0.802476544
0.496315625;0.294200003;-0.255699992;-0.278099984;0.478827452
0.506242188;0.122299999;-0.170299992;-0.0221;0.210826438
0.51616875;-0.0361;-0.192699999;0.167499989;0.257861874
0.526095313;-0.168099999;-0.269199997;0.455799997;0.555409656
0.536021875;-0.075099997;-0.31309998;0.892399967;0.948709285
0.545948438;0.186199993;-0.241099998;0.886099994;0.937002052
0.555875;0.302699983;-0.355800003;1.250999928;1.335373259
0.5658;0.253600001;-0.315999985;1.230799913;1.295776747
0.575726563;0.204099998;-0.228699997;0.981999993;1.028729549
0.585653125;0.131999999;-0.172199994;0.623699963;0.660362387
0.595579688;0.091199994;-0.0977;0.343899995;0.368957905
0.60550625;0.068399996;-0.095100001;0.095299996;0.151012115
0.61543125;-0.116499998;-0.183599994;0.083099999;0.23278062
0.625357813;-0.125799999;-0.125699997;0.511900008;0.541911198
0.635284375;0.193599999;-0.0052;0.71389997;0.739703432
0.645210938;0.163900003;0.0911;0.737599969;0.761062504
0.6551375;0.382999986;0.0275;0.288800001;0.480469229
0.665064063;0.297699988;-0.158500001;0.063199997;0.34313521
0.674990625;0.218199998;-0.0156;-0.13319999;0.256118794
0.684915625;-0.120999999;0.198599994;0.260399997;0.349129082
0.694842188;0.362899989;0.072700001;-0.738099992;0.82569564
0.70476875;0.285400003;0.122999996;-0.489299983;0.579652166
0.714695313;0.123399995;0.1171;-0.337599993;0.378039315
0.724621875;-0.001;0.031300001;-0.037;0.048473602
0.734548438;0.044399999;-0.163199991;0.048499998;0.175948421
0.744473438;-0.175699994;0.055499997;0.398599982;0.439127184
0.7544;-0.376800001;-0.35799998;0.1523;0.541606422
0.764326563;-0.051899999;-0.082699999;-0.600600004;0.6084844
0.774253125;0.023799999;0.210199997;-0.724799991;0.755040069
0.784179688;-0.204399988;-0.092500001;-0.96449995;0.990250352
0.79410625;-0.493199974;-0.471399993;-0.643299997;0.937709472
0.804032813;-0.536000013;-0.518799961;-0.645500004;0.986468281
0.813957813;-0.755299985;-0.417400002;-1.00819993;1.327090023
0.823884375;-0.790499985;-0.25909999;-1.366699934;1.599966169
0.833810938;-0.456999987;-0.085999995;-1.676599979;1.739894387
0.8437375;0.078000002;0.249299988;-1.722599983;1.742293083
0.853664063;0.727400005;0.513700008;-1.751799941;1.965146686
0.863590625;1.128799915;0.660299957;-1.762099981;2.194352211
0.873517188;1.828399897;1.156799912;-2.197799921;3.084081178
0.883442188;0.731899977;-0.056199998;-0.51819998;0.898536162
0.89336875;-0.051099997;-0.416999996;-0.613599956;0.743643135
0.903295313;-0.216199994;-0.185299993;-0.706299961;0.761536709
0.913221875;-0.56400001;-0.404699981;-0.770999968;1.037457969
0.923148438;-0.780999959;-0.571799994;-1.109399915;1.47230579
0.933075;-0.658999979;-0.506699979;-0.242399991;0.865900455
0.943001563;-0.364099979;-0.144500002;-1.680899978;1.725941419
0.952926563;-0.135099992;0.168099999;-0.718400002;0.750072116
0.962853125;-0.0416;0.0898;-0.846300006;0.852067075
0.972779688;-0.065399997;0.101799995;-0.775099993;0.784487347
0.98270625;-0.891099989;-0.284199983;-0.681199968;1.157092139
0.992632813;-0.638999999;-0.072399996;-0.457599998;0.789278478
1.002559375;-0.992599964;0.102199994;-0.6329;1.181635281
1.012485938;-1.204699993;-0.123799995;-0.738599956;1.418505695
1.022410938;-0.246899992;0.016099999;-0.767699957;0.80658666
1.0323375;1.287400007;0.1734;-1.248399973;1.801657246
1.042264063;1.811100006;0.313499987;-0.951199949;2.069576482
1.052190625;1.177399993;0.212299988;-0.224599987;1.217286812
1.062117188;0.369599998;0.2183;-0.261599988;0.502686385
1.07204375;-0.021599999;0.242399991;-0.094099998;0.260919768
1.08196875;-0.069600001;0.307699978;-0.204300001;0.375848277
1.091895313;-0.402699977;0.325399995;-0.932299972;1.066412521
1.101821875;-0.067999996;0.195299998;-0.885199964;0.909035239
1.111748438;0.380499989;0.239599988;0.109399997;0.462770737
1.121675;0.535399973;0.278400004;1.094499946;1.249835919
1.131601563;0.485100001;0.344999999;1.886999965;1.978665176
1.141528125;0.0285;0.4551;1.813699961;1.870143259
1.151453125;-0.507499993;0.390599996;0.904899955;1.108588529
1.161379688;-0.648199975;0.3389;-0.007;0.731481659
1.17130625;-0.505999982;0.335099995;-0.31189999;0.682355913
1.181232813;-0.111899994;0.250699997;-0.470599979;0.544826979
1.191159375;0.142499998;0.101499997;-0.151899993;0.231693994
1.201085938;0.531899989;0.401299983;-0.226300001;0.703683853
1.2110125;0.633599997;0.208999991;-0.327699989;0.743315031
1.2209375;0.65259999;0.063900001;-0.419999987;0.778697596
1.230864063;0.529100001;0.054199997;-0.545599997;0.761947378
1.240790625;0.454099983;0.049899999;-0.708899975;0.843348077
1.250717188;0.542699993;0.1787;-0.861000001;1.033333429
1.26064375;0.475400001;0.1972;-1.818699956;1.890122359
1.270570313;0.746699989;0.055399999;0.191399992;0.772828564
1.280495313;0.344500005;-0.109399997;-0.99969995;1.063037442
1.290421875;0.581900001;-0.024499999;-0.608900011;0.842595445
1.300348438;0.894099951;0.0079;-0.471699983;1.010929278
1.310275;1.103699923;-0.052499998;-0.310299993;1.147691533
1.320201563;1.19690001;-0.149800003;-0.029299999;1.20659362
1.330128125;1.061399937;-0.233899996;0.325299978;1.134503905
1.340054688;0.623699963;-0.442999989;0.164099991;0.782418968
1.349979688;0.257200003;-0.440699995;-0.13059999;0.526711196
1.35990625;0.352200001;-0.37559998;-0.865399957;1.006994176
1.369832813;0.653499961;-0.321799994;-1.465899944;1.636911751
1.379759375;1.250999928;-0.416999996;-1.465699911;1.971589725
1.389685938;1.664299965;-0.553499997;-1.566200018;2.351433417
1.3996125;1.689599991;-0.815400004;-1.503099918;2.403941484
1.4095375;2.338199854;-1.030900002;-2.491499901;3.568964153
1.419464063;1.885800004;-1.295400023;-1.798399925;2.910076488
1.429390625;1.362900019;-1.71239996;-1.870000005;2.878664638
1.439317188;1.011500001;-1.9095999;-2.711400032;3.467188222
1.44924375;0.953299999;-1.913299918;-3.432399988;4.043620549
1.459170313;1.031899929;-2.171299934;-3.406199932;4.169119673
1.469096875;1.089299917;-2.545399904;-2.733999968;3.89106551
1.479021875;0.442999989;-3.295699835;-1.962599993;3.861306142
1.488948438;-0.117199995;-3.950500011;-1.327600002;4.169257481
1.498875;-0.109899998;-4.074999809;-0.73179996;4.141646126
